Location Code	Real Property Asset Name	Installation Name	Owned or Leased	GSA Region	Street Address	City	State	Zip Code	Latitude	Longitude	Building Rentable Square Feet	Available Square Feet	Construction Date	Congressional District	Congressional District Representative Name	Building Status	Real Property Asset Type
FL3266	CANAVERAL GROVES BLDG	NA	L	04	310 CANAVERAL GROVES	COCOA	FL	32926	28.4324880	-80.7607930	"6,097.00"	0.00	2009	1208	BILL POSEY	Active	BUILDING
FL3267	CROSSROADS AT DOLPHIN COMMERCE	NA	L	04	11410 NW 20TH ST	MIAMI	FL	33172	25.7913100	-80.3813710	"47,742.00"	0.00	2009	1225	DEBBIE WASSERMAN SCHULTZ	Active	BUILDING
FL3268	BUILDING 1846	NA	L	04	6213 AVIATION AVE	JACKSONVILLE	FL	32221	30.2234670	-81.8827695	"32,746.00"	0.00	1978	1205	JOHN H. RUTHERFORD	Active	BUILDING
FL3269	OFFICES AT PARK PLACE	NA	L	04	83 N PARK PLACE BLVD	CLEARWATER	FL	33759	27.9646450	-82.7237600	"12,134.00"	0.00	2009	1213	ANNA PAULINA LUNA	Active	BUILDING
FL3271	9300 BELVEDERE BLDG	NA	L	04	9300 BELVEDERE RD	ROYAL PALM BEACH	FL	33411	26.6909400	-80.1954810	"38,277.00"	0.00	2009	1220	SHEILA CHERFILUS-MCCORMICK	Active	BUILDING
FL3279	NORTH 9TH AVENUE BUILDING	NA	L	04	7180 N 9TH AVE	PENSACOLA	FL	32504	30.4990600	-87.1849210	"12,111.00"	0.00	2009	1201	MATT GAETZ	Active	BUILDING
FL3281	CEDAR'S COMPLEXTR	NA	L	04	2639 N MONROE ST	TALLAHASSEE	FL	32303	30.4772900	-84.2965410	"3,802.00"	0.00	2005	1205	JOHN H. RUTHERFORD	Active	BUILDING
FL3282	SSA DADE CITY	NA	L	04	36630 ADAIR RD	DADE CITY	FL	33525	28.3540719	-82.2129731	"8,368.00"	0.00	2009	1212	GUS M. BILIRAKIS	Active	BUILDING
FL3284	MCCRORY BUILDING	NA	L	04	109 N 2ND ST	FORT PIERCE	FL	34950	27.4478600	-80.3242210	"2,477.00"	0.00	1960	1218	C. SCOTT FRANKLIN	Active	BUILDING
FL3285	FAIRFAX CENTER I	NA	L	04	4210 METRO PKWY	FORT MYERS	FL	33916	26.6011200	-81.8513710	"20,909.00"	0.00	2009	1219	BYRON DONALDS	Active	BUILDING
FL3286	CITY OF PALMS GARAGE	NA	L	04	2118 BAY ST	FORT MYERS	FL	33901	26.6438400	-81.8715510	0.00	0.00	2009	1219	BYRON DONALDS	Active	STRUCTURE
FL3291	NW 132ND PLACE	NA	L	04	2205 NW 132ND PL	MIAMI	FL	33182	25.7949800	-80.4091710	"57,055.00"	0.00	2011	1225	DEBBIE WASSERMAN SCHULTZ	Active	BUILDING
FL3302	CENTRAL AVENUE BLDG	NA	L	04	850 CENTRAL AVE	SAINT PETERSBURG	FL	33701	27.7707200	-82.6457410	"48,031.00"	0.00	2009	1213	ANNA PAULINA LUNA	Active	BUILDING
FL3303	SSA VERO BEACH BUILDING	NA	L	04	724 20TH ST	VERO BEACH	FL	32960	27.6380278	-80.3876128	"5,809.00"	0.00	2009	1208	BILL POSEY	Active	BUILDING
FL3310	SSA MARGATE BUILDING	NA	L	04	5195 COCONUT CREEK PKWY	POMPANO BEACH	FL	33063	26.2449360	-80.1939825	"15,839.00"	0.00	2009	1222	LOIS FRANKEL	Active	BUILDING
FL3311	WILTON MANOR	NA	L	04	3201 W COMMERCIAL BLVD	FORT LAUDERDALE	FL	33309	26.1871500	-80.1899810	"16,197.00"	0.00	2009	1220	SHEILA CHERFILUS-MCCORMICK	Active	BUILDING
FL3312	SR 64 E BLDG	NA	L	04	5540 SR-64 E	BRADENTON	FL	34208	27.4939690	-82.4916484	"11,359.00"	0.00	2009	1216	VERN BUCHANAN	Active	BUILDING
FL3313	ATF BUILDING	NA	L	04	12499 BRANTLEY COMMONS	FORT MYERS	FL	33907	26.6406280	-81.8723080	0.00	0.00	2010	1219	BYRON DONALDS	Active	BUILDING
FL3314	BANK OF AMERICA BLDG	NA	L	04	35 SE 1ST AVE	OCALA	FL	34471	29.1858400	-82.1355710	"8,542.00"	0.00	2009	1203	KAT CAMMACK	Active	BUILDING
FL3315	THE HOLLISTER BUILDING	NA	L	04	3535 LAWTON RD	ORLANDO	FL	32803	28.5607300	-81.3406010	"32,330.00"	0.00	1974	1207	CORY MILLS	Active	BUILDING
FL3317	MEPS JAX BUILDING	NA	L	04	7178 BAYMEADOWS WAY	JACKSONVILLE	FL	32256	30.2387500	-81.5878110	"30,000.00"	0.00	2009	1204	AARON BEAN	Active	BUILDING
FL3319	1961 QUAIL GROVE LANE	NA	L	04	1961 QUAIL GROVE LN	TALLAHASSEE	FL	32311	30.3997400	-84.2379410	"12,653.00"	0.00	2010	1205	JOHN H. RUTHERFORD	Active	BUILDING
FL3322	CITADEL II	NA	L	04	5955 T G LEE BLVD	ORLANDO	FL	32822	28.4598500	-81.3033410	"4,204.00"	0.00	2007	1209	DARREN SOTO	Active	BUILDING
FL3324	REFLECTION I BUILDING	NA	L	04	400 S AUSTRALIAN AVE	WEST PALM BEACH	FL	33401	26.7107400	-80.0639010	"2,719.00"	0.00	2000	1221	BRIAN J. MAST	Active	BUILDING
FL3326	"CORPORATE PARK OF MIAMI, DORAL, FL"	NA	L	04	7715 NW 48TH ST	DORAL	FL	33166	25.8167300	-80.3230110	"9,583.00"	0.00	2009	1225	DEBBIE WASSERMAN SCHULTZ	Active	BUILDING
FL3328	ATRIUM FINANCIAL CENTER	NA	L	04	1515 N FEDERAL HWY	BOCA RATON	FL	33432	26.3646540	-80.0809110	"4,373.00"	0.00	2010	1222	LOIS FRANKEL	Active	BUILDING
FL3329	7785 ELLIS ROAD	NA	L	04	7785 ELLIS RD	MELBOURNE	FL	32904	28.0985200	-80.6820410	"1,620.00"	0.00	2003	1208	BILL POSEY	Active	BUILDING
FL3333	MERIDIAN BUSINESS PARK	NA	L	04	3200 MERIDIAN PKWY	WESTON	FL	33331	26.0771800	-80.3745810	"75,445.00"	0.00	2010	1223	JARED MOSKOWITZ	Active	BUILDING
FL3336	PINE PLAZA	NA	L	04	375 COMMERCE PKWY	ROCKLEDGE	FL	32955	28.3106100	-80.7188210	"14,350.00"	0.00	2008	1208	BILL POSEY	Active	BUILDING
FL3337	DHS ICE BUILDING	NA	L	04	9495 DELEGATES DR	ORLANDO	FL	32837	28.4283000	-81.4094110	"49,420.00"	0.00	2010	1210	MAXWELL FROST	Active	BUILDING
FL3339	CARROLLWOOD CROSSING	NA	L	04	4014 GUNN HIGHWAY	TAMPA	FL	33618	28.0383830	-82.5091080	"14,329.00"	0.00	1986	1214	KATHY CASTOR	Active	BUILDING
FL3341	3036 S FALKENBURG	NA	L	04	3036 S FALKENBURG RD	RIVERVIEW	FL	33578	27.9185650	-82.3379070	"12,700.00"	0.00	2005	1215	LAUREL M. LEE	Active	BUILDING
FL3343	8860 SALROSE LANE	NA	L	04	8860 SALROSE LN	FORT MYERS	FL	33912	26.5484200	-81.8107210	"36,721.00"	0.00	2011	1219	BYRON DONALDS	Active	BUILDING
FL3344	6810 US1 BUILDING	NA	L	04	6810 S US HIGHWAY 1	PORT SAINT LUCIE	FL	34952	27.3407500	-80.3248410	"14,960.00"	0.00	2010	1218	C. SCOTT FRANKLIN	Active	BUILDING
FL3345	PREMIER TURNPIKE PK	NA	L	04	2951 NW 27TH AVE	POMPANO BEACH	FL	33069	26.2683180	-80.1620190	"1,10,687.00"	0.00	2009	1222	LOIS FRANKEL	Active	BUILDING
FL3346	3500 SE COMMERCE AVE	NA	L	04	3500 SE COMMERCE AVE	STUART	FL	34997	27.1651537	-80.2232506	"12,736.00"	0.00	2010	1218	C. SCOTT FRANKLIN	Active	BUILDING
FL3348	11606 CITY HALL PROMENADE	NA	L	04	11606 CITY HALL PROMENADE	MIRAMAR	FL	33025	25.9854840	-80.2991385	"15,319.00"	0.00	2008	1220	SHEILA CHERFILUS-MCCORMICK	Active	BUILDING
FL3350	11290 OVERSEAS HIGHWAY	NA	L	04	11290 OVERSEAS HWY	MARATHON	FL	33050	24.7300200	-81.0346010	"5,240.00"	0.00	2001	1226	MARIO DIAZ-BALART	Active	BUILDING
FL3356	2700 SOUTH COMMERCE PARKWAY	NA	L	04	2700 S COMMERCE PKWY	WESTON	FL	33331	26.0862800	-80.3680710	"6,609.00"	0.00	2000	1223	JARED MOSKOWITZ	Active	BUILDING
FL3361	CROSSROADS COMMERCE CTR BLD 3	NA	L	04	11232 NW 20TH ST	SWEETWATER	FL	33172	25.7906340	-80.3793375	"12,695.00"	0.00	2003	1225	DEBBIE WASSERMAN SCHULTZ	Active	BUILDING
FL3362	1530 COMMONWEALTH	NA	L	04	1530 COMMONWEALTH BUSINESS DR	TALLAHASSEE	FL	32303	30.4719400	-84.3552110	"24,060.00"	0.00	2012	1205	JOHN H. RUTHERFORD	Active	BUILDING
FL3363	COURTHOUSE COMMONS	NA	L	04	444 W RAILROAD AVE	WEST PALM BEACH	FL	33401	26.7172500	-80.0557010	"34,921.00"	0.00	2007	1220	SHEILA CHERFILUS-MCCORMICK	Active	BUILDING
FL3364	NW FL BEACHES INT'L AIRPORT	NA	L	04	6300 WEST BAY PKWY	PANAMA CITY	FL	32409	30.3552000	-85.7995110	"2,789.00"	0.00	2010	1202	NEAL P. DUNN	Active	BUILDING
FL3366	FLAGLER CENTER SITE #10	NA	L	04	13077 VEVERAS DR	JACKSONVILLE	FL	32258	30.1326600	-81.5126710	"47,386.00"	0.00	2005	1204	AARON BEAN	Active	BUILDING
FL3367	7900 OAK LANE	NA	L	04	7900 OAK LN	MIAMI LAKES	FL	33016	25.9083200	-80.3294610	"19,570.00"	0.00	2008	1225	DEBBIE WASSERMAN SCHULTZ	Active	BUILDING
FL3368	ORLANDO SANFORD AIRPORT	NA	L	04	2151 SPINNER LN	SANFORD	FL	32773	28.7672310	-81.2241900	"49,864.00"	0.00	2011	1207	CORY MILLS	Active	BUILDING
FL3374	WESTHALL EXECUTIVE CENTER	NA	L	04	2700 WESTHALL LN	MAITLAND	FL	32751	28.6361300	-81.3977410	"1,999.00"	0.00	2011	1207	CORY MILLS	Active	BUILDING
FL3375	CIS TAMPA BUILDING	NA	L	04	5629 HOOVER BLVD	TAMPA	FL	33634	27.9994200	-82.5324510	"42,282.00"	0.00	2012	1214	KATHY CASTOR	Active	BUILDING
FL3376	8501 W SUNRISE BLDG.	NA	L	04	8501 W SUNRISE BLVD	PLANTATION	FL	33322	26.1489300	-80.2636710	"56,311.00"	0.00		1223	JARED MOSKOWITZ	Active	BUILDING
FL3377	"SOCIAL SECURITY ADMINISTRATION, MARIANNA, FL"	NA	L	04	4125 JIREH CT	MARIANNA	FL	32448	30.7795400	-85.2523010	"7,096.00"	0.00	2011	1202	NEAL P. DUNN	Active	BUILDING
FL3378	VENICE COMMONS	NA	L	04	1435 E VENICE AVE	VENICE	FL	34292	27.0985100	-82.4157510	"8,400.00"	0.00		1217	W. GREGORY STEUBE	Active	BUILDING
FL3379	"CBP TRADEPORT DR, ORLANDO, FL"	NA	L	04	9043 TRADEPORT DR	ORLANDO	FL	32827	28.4349200	-81.3319510	"14,039.00"	0.00		1210	MAXWELL FROST	Active	BUILDING
FL3380	SKY HARBOR	NA	L	04	855 SAINT JOHNS BLUFF RD N	JACKSONVILLE	FL	32225	30.3362820	-81.5105295	"3,100.00"	0.00	1946	1204	AARON BEAN	Active	BUILDING
FL3381	COMPARK 75 BLDG 1	NA	L	04	4446 PET LN	LUTZ	FL	33559	28.2215800	-82.3767710	"21,000.00"	0.00	2007	1212	GUS M. BILIRAKIS	Active	BUILDING
FL3382	ICE BRADENTON	NA	L	04	3614 3RD ST W	BRADENTON	FL	34205	27.4683900	-82.5656010	"10,240.00"	0.00	2012	1216	VERN BUCHANAN	Active	BUILDING
FL3383	FLORIDA CENTRAL CREDIT UNION	NA	L	04	1600 TAMIAMI TRL	PORT CHARLOTTE	FL	33948	27.0102600	-82.1387010	"11,346.00"	0.00		1217	W. GREGORY STEUBE	Active	BUILDING
FL3384	MIRAMAR	NA	L	04	3601 SW 160TH AVE	MIRAMAR	FL	33027	25.9756500	-80.3584910	"10,679.00"	0.00	2006	1220	SHEILA CHERFILUS-MCCORMICK	Active	BUILDING
FL3386	"BUILDING D, TALLAHASSEE, FL"	NA	L	04	325 JOHN KNOX RD	TALLAHASSEE	FL	32303	30.4738200	-84.2859110	"1,512.00"	0.00		1205	JOHN H. RUTHERFORD	Active	BUILDING
FL3387	DOL BLS BUILDING	NA	L	04	73 EGLIN PKWY NE	FORT WALTON BEACH	FL	32548	30.4167100	-86.6058810	"15,264.00"	0.00	2009	1201	MATT GAETZ	Active	BUILDING
FL3388	"SOCIAL SECURITY ADMINISTRATION, PANAMA CITY, FL"	NA	L	04	3215 HIGHWAY 77	PANAMA CITY	FL	32405	30.2065740	-85.6502775	"11,852.00"	0.00	1982	1202	NEAL P. DUNN	Active	BUILDING
FL3390	TAMPA HANGAR	NA	L	04	2450 N WEST SHORE BLVD	TAMPA	FL	33607	27.9661700	-82.5244710	"2,163.00"	0.00	1982	1214	KATHY CASTOR	Active	BUILDING
FL3394	4200 CYPRESS	NA	L	04	4200 W CYPRESS ST	TAMPA	FL	33607	27.9517410	-82.5155100	"5,621.00"	0.00	1989	1214	KATHY CASTOR	Active	BUILDING
FL3398	TAMPA AIRPORT MARRIOTT	NA	L	04	4200 GEORGE J BEAN PKY	TAMPA	FL	33607	27.9720559	-82.5382926	"23,943.00"	0.00	1972	1214	KATHY CASTOR	Active	BUILDING
FL3399	CANAVERAL	NA	L	04	200 GEORGE J KING BLVD	CAPE CANAVERAL	FL	32920	28.4050904	-80.6069141	"14,704.00"	0.00	2012	1208	BILL POSEY	Active	BUILDING
FL3401	18TH COURT	NA	L	04	1951 SW 18TH CT	OCALA	FL	34471	29.1681500	-82.1558610	"6,000.00"	0.00		1203	KAT CAMMACK	Active	BUILDING
FL3402	"SOCIAL SECURITY BLDG, OCALA, FL"	NA	L	04	933 E SILVER SPRINGS BLVD	OCALA	FL	34470	29.1877400	-82.1271110	"19,207.00"	0.00		1203	KAT CAMMACK	Active	BUILDING
FL3403	"FBI MIAMI INTERNATIONAL AIRPORT, MIAMI, FL"	NA	L	04	TERMINAL BUILDING 3000	MIAMI	FL	33122	25.7716690	-80.1460350	"2,488.00"	0.00		1227	MARIA ELVIRA SALAZAR	Active	BUILDING
FL3405	"4562 NW 13TH ST, SSA BLDG, GAINESVILLE, FL"	NA	L	04	4562 NW 13TH ST	GAINESVILLE	FL	32605	29.6977140	-82.3392495	"11,300.00"	0.00		1203	KAT CAMMACK	Active	BUILDING
FL3406	ONE BRICKELL SQUARE	NA	L	04	801 BRICKELL AVE	MIAMI	FL	33131	25.7657000	-80.1903810	"43,142.00"	0.00	2013	1227	MARIA ELVIRA SALAZAR	Active	BUILDING
FL3407	AERO LAUDERDALE	NA	L	04	690 SW 34TH ST	FORT LAUDERDALE	FL	33315	26.0815633	-80.1504010	"7,200.00"	0.00		1223	JARED MOSKOWITZ	Active	BUILDING
FL3408	MIAMI GARDENS SSA	NA	L	04	16900 NW 12TH AVE	MIAMI GARDENS	FL	33169	25.9295600	-80.2213010	"20,701.00"	0.00		1224	FREDERICA S. WILSON	Active	BUILDING
FL3409	"SOCIAL SECURITY BLDG, LEESBURG, FL"	NA	L	04	900 N 14TH ST	LEESBURG	FL	34748	28.8216300	-81.8871010	"12,678.00"	0.00		1211	DANIEL WEBSTER	Active	BUILDING
FL3410	NORTHBROOKE PROF. VILLAGE	NA	L	04	2659 PROFESSIONAL CIR	NAPLES	FL	34119	26.2760000	-81.7402610	"12,215.00"	0.00		1225	DEBBIE WASSERMAN SCHULTZ	Active	BUILDING
FL3411	ROYAL PALM II	NA	L	04	900 S PINE ISLAND RD	PLANTATION	FL	33324	26.1093479	-80.2613132	"15,966.00"	0.00		1223	JARED MOSKOWITZ	Active	BUILDING
FL3412	BLUE WATER BUILDING	NA	L	04	430 W 5TH ST	PANAMA CITY	FL	32401	30.1564980	-85.6663785	"4,485.00"	0.00	2007	1202	NEAL P. DUNN	Active	BUILDING
FL3414	2503 DEL PRADO BOULEVARD	NA	L	04	2503 DEL PRADO BLVD S	CAPE CORAL	FL	33904	26.6059300	-81.9405410	"2,840.00"	0.00		1219	BYRON DONALDS	Active	BUILDING
FL3422	"JACKSON BUILDING, PANAMA CITY BEACH, FL"	NA	L	04	140 RICHARD JACKSON BLVD	PANAMA CITY BEACH	FL	32407	30.1939000	-85.8142510	"7,646.00"	0.00		1202	NEAL P. DUNN	Active	BUILDING
FL3424	SBA TAMPA	NA	L	04	777 S HARBOUR ISLAND BLVD	TAMPA	FL	33602	27.9376000	-82.4539610	"1,647.00"	0.00		1214	KATHY CASTOR	Active	BUILDING
FL3427	POWERSCOURT CENTRE	NA	L	04	13500 POWERS CT	FORT MYERS	FL	33912	26.5455270	-81.8098335	"6,574.00"	0.00		1219	BYRON DONALDS	Active	BUILDING
FL3435	"SUN TRUST CENTER, ORLANDO, FL"	NA	L	04	200 S ORANGE AVE	ORLANDO	FL	32801	28.5399900	-81.3792465	0.00	0.00	1988	1210	MAXWELL FROST	Active	STRUCTURE
GA0005	"PO-CT, ATHENS, GA"	NA	F	04	115 E HANCOCK AVE	ATHENS	GA	30601	33.9603300	-83.3773610	"39,027.88"	"2,124.61"	1942	1310	MIKE COLLINS	Active	BUILDING
GA0007	M. L. KING JR. FB	NA	F	04	77 FORSYTH ST SW	ATLANTA	GA	30303	33.7527312	-84.3935343	"3,29,042.11"	"1,36,622.90"	1933	1305	NIKEMA WILLIAMS	Active	BUILDING
GA0008	ELBERT P. TUTTLE US CRT OF APP	NA	F	04	56 FORSYTH ST NW	ATLANTA	GA	30303	33.7561959	-84.3900346	"1,72,347.39"	0.00	1910	1305	NIKEMA WILLIAMS	Active	BUILDING
GA0009	"U.S. COURTHOUSE, AUGUSTA, GA"	NA	F	04	600 JAMES BROWN BLVD	AUGUSTA	GA	30901	33.4722420	-81.9688050	"51,120.81"	0.00	1916	1312	RICK W. ALLEN	Active	BUILDING
GA0010	IRS ANNEX	IRS/CHAMBLEE CHILDCA	F	04	2385 CHAMBLEE TUCKER ROAD	CHAMBLEE	GA	30341	33.8854630	-84.2924514	"3,87,555.84"	0.00	1999	1306	RICHARD MCCORMICK	Active	BUILDING
GA0012	C.B. KING USCT	NA	F	04	201 W BROAD AVE	ALBANY	GA	31701	31.5769533	-84.1514488	"60,148.55"	0.00	2001	1302	"SANFORD D. BISHOP, JR."	Active	BUILDING
GA0017	SAVANNAH CTH ANNEX	NA	F	04	124 BARNARD ST	SAVANNAH	GA	31401	32.0781870	-81.0939015	"31,120.39"	0.00	2021	1301	"EARL L. ""BUDDY"" CARTER"	Active	BUILDING
GA0019	MERS WAREHOUSE	THOMASVILLE FED CTR	F	04	432 S PINETREE BLVD	THOMASVILLE	GA	31792	30.8126444	-83.9869884	"3,422.25"	0.00	1994	1308	AUSTIN SCOTT	Active	BUILDING
GA0022	PINE STREET PARKING DECK	NA	F	04	25 PINE ST NE	ATLANTA	GA	30308	33.7673034	-84.3869675	"1,090.77"	0.00	2001	1305	NIKEMA WILLIAMS	Active	STRUCTURE
GA0025	"PO-CT, COLUMBUS, GA"	NA	F	04	120 12TH ST	COLUMBUS	GA	31901	32.4681900	-84.9908210	"55,438.23"	0.00	1934	1302	"SANFORD D. BISHOP, JR."	Active	BUILDING
GA0030	JOHN C. GODBOLD FEDERAL BLDG	NA	F	04	96 POPLAR ST NW	ATLANTA	GA	30303	33.7569500	-84.3904510	"1,11,516.59"	0.00	1910	1305	NIKEMA WILLIAMS	Active	BUILDING
GA0036	J. ROY ROWLAND FED. COURTHOUSE	NA	F	04	100 N FRANKLIN ST	DUBLIN	GA	31021	32.5409114	-82.9033399	"23,890.55"	"3,709.68"	1937	1312	RICK W. ALLEN	Active	BUILDING
GA0044	SIDNEY O. SMITH JR. FEDERAL BUILDING AND U.S. COURTHOUSE	NA	F	04	121 SPRING ST SE	GAINESVILLE	GA	30501	34.2998600	-83.8258710	"48,227.22"	"2,950.00"	1910	1309	ANDREW S. CLYDE	Active	BUILDING
GA0057	WILLIAM AUGUSTUS BOOTLE FB CH	NA	F	04	475 MULBERRY ST	MACON	GA	31201	32.8371200	-83.6255010	"77,323.22"	"3,110.25"	1908	1302	"SANFORD D. BISHOP, JR."	Active	BUILDING
GA0076	"U.S. CUSTOMHOUSE, SAVANNAH, GA"	NA	F	04	1-3 EAST BAY ST	SAVANNAH	GA	31401	32.0806372	-81.0910189	"23,613.42"	0.00	1852	1301	"EARL L. ""BUDDY"" CARTER"	Active	BUILDING
GA0077	"JULIETTE GORDON LOW, FB"	JULIETTE GORDON LAW	F	04	100 W. OGLETHORPE	SAVANNAH	GA	31401	32.0772502	-81.0937261	"1,80,241.69"	"10,175.93"	1985	1301	"EARL L. ""BUDDY"" CARTER"	Active	BUILDING
GA0078	TOMOCHICHI FB-CH	NA	F	04	125 BULL ST	SAVANNAH	GA	31401	32.0781700	-81.0930510	"1,01,476.64"	"1,347.77"	1899	1301	"EARL L. ""BUDDY"" CARTER"	Active	BUILDING
GA0080	"JULIETTE GORDON LOW, BUILD. A"	JULIETTE GORDON LAW	F	04	120 BARNARD ST	SAVANNAH	GA	31401	32.0785100	-81.0937810	"18,104.44"	"15,227.64"	1985	1301	"EARL L. ""BUDDY"" CARTER"	Active	BUILDING
GA0087	PEACHTREE SUMMIT FB	PEACH TREE SUMMIT BL	F	04	401 W PEACHTREE ST NW	ATLANTA	GA	30308	33.7654100	-84.3869910	"8,03,988.85"	"86,784.90"	1976	1305	NIKEMA WILLIAMS	Active	BUILDING
GA0103	FRANK M SCARLETT FB	NA	F	04	805 GLOUCESTER ST	BRUNSWICK	GA	31520	31.1498619	-81.4925158	"59,387.77"	0.00	1959	1301	"EARL L. ""BUDDY"" CARTER"	Active	BUILDING
GA0106	LAWSON GEN HOSP	NA	F	04	4800 BUFORD HWY	CHAMBLEE	GA	39901	33.8818266	-84.2906940	0.00	0.00	1995	1306	RICHARD MCCORMICK	Active	STRUCTURE
GA0114	PRINCE H PRESTON FB	NA	F	04	52 MAIN ST.	STATESBORO	GA	30458	32.4485791	-81.7855503	"30,018.14"	"4,465.79"	1963	1312	RICK W. ALLEN	Active	BUILDING
GA0118	"FB-PO-CT, ROME, GA"	NA	F	04	600 E 1ST ST	ROME	GA	30161	34.2554058	-85.1681676	"85,246.75"	"21,413.54"	1974	1314	MARJORIE TAYLOR GREENE	Active	BUILDING
GA0121	RICHARD B. RUSSELL	NA	F	04	75 TED TURNER DR SW	ATLANTA	GA	30303	33.7532400	-84.3955310	"10,26,211.21"	"22,861.51"	1979	1305	NIKEMA WILLIAMS	Active	BUILDING
GA0125	LEWIS R. MORGAN FB-PO-CT	NA	F	04	18 GREENVILLE ST	NEWNAN	GA	30263	33.3733500	-84.7994110	"42,247.33"	354.80	1968	1303	A. DREW FERGUSON IV	Active	BUILDING
GA0131	USPO CTHSE FOB	NA	L	04	601 TEBEAU ST	WAYCROSS	GA	31501	31.2136900	-82.3618310	"12,784.00"	0.00		1301	"EARL L. ""BUDDY"" CARTER"	Active	BUILDING
GA0134	"FB-PO-CT, VALDOSTA, GA"	NA	F	04	401 N PATTERSON ST	VALDOSTA	GA	31601	30.8347700	-83.2803710	"70,976.36"	"52,174.78"	1969	1308	AUSTIN SCOTT	Active	BUILDING
GA0138	"R.G. STEPHENS,JR FB"	NA	F	04	355 E HANCOCK AVE	ATHENS	GA	30601	33.9613300	-83.3746010	"83,338.05"	"11,943.03"	1974	1310	MIKE COLLINS	Active	BUILDING
GA0147	"USPO & FB, GRIFFIN, GA"	NA	L	04	101 N 8TH ST.	GRIFFIN	GA	30223	33.2508956	-84.2654539	"3,772.00"	0.00		1303	A. DREW FERGUSON IV	Active	BUILDING
GA0500	SAM NUNN ATLANTA FEDERAL CENTER	NA	F	04	100 ALABAMA ST SW	ATLANTA	GA	30303	33.7528818	-84.3909104	"15,76,140.49"	"1,03,143.79"	1996	1305	NIKEMA WILLIAMS	Active	BUILDING
GA0518	MERS MCOV SITE	THOMASVILLE FED CTR	F	04	434 S PINETREE BLVD	THOMASVILLE	GA	31792	30.8126533	-83.9869937	0.00	0.00	2021	1308	AUSTIN SCOTT	Active	BUILDING
GA0650	FED REGIONAL CTR	THOMASVILLE FED CTR	F	04	436 S PINETREE BLVD	THOMASVILLE	GA	31792	30.8126439	-83.9869863	"34,631.34"	0.00	1972	1308	AUSTIN SCOTT	Active	BUILDING
GA0665	PBS WAREHOUSE	THOMASVILLE FED CTR	F	04	432 S PINETREE BLVD	THOMASVILLE	GA	31792	30.8126444	-83.9869884	"8,641.99"	0.00	1997	1308	AUSTIN SCOTT	Active	BUILDING
GA0666	FEMA WAREHOUSE	THOMASVILLE FED CTR	F	04	432 S PINETREE BLVD	THOMASVILLE	GA	31792	30.8126444	-83.9869884	"8,758.01"	0.00	1943	1308	AUSTIN SCOTT	Active	BUILDING
GA0667	PINETREE BLVD	THOMASVILLE FED CTR	F	04	434 S PINETREE BLVD	THOMASVILLE	GA	31792	30.8068020	-83.9881980	"47,143.15"	0.00	1985	1308	AUSTIN SCOTT	Active	BUILDING
GA1000	MIDTOWN OFFICE & STORAGE	NA	L	04	2357 WARM SPRINGS RD	COLUMBUS	GA	31904	32.5005570	-84.9581550	0.00	0.00		1303	A. DREW FERGUSON IV	Active	BUILDING
GA1001	800 N. POINT PARKWAY	NA	L	04	800 N POINT PKWY	ALPHARETTA	GA	30005	34.0806690	-84.2556060	"4,516.00"	0.00		1306	RICHARD MCCORMICK	Active	BUILDING
GA1002	BIS ATLANTA	NA	L	04	2635 CENTURY PKWY NE	ATLANTA	GA	30345	33.8489010	-84.3070680	"4,592.00"	0.00		1306	RICHARD MCCORMICK	Active	BUILDING
GA1006	TOWER 229/ INTERNATIONAL TOWER	NA	L	04	229 PEACHTREE ST NE	ATLANTA	GA	30303	33.7599180	-84.3864750	"3,673.00"	0.00		1305	NIKEMA WILLIAMS	Active	BUILDING
GA1007	SAM NUNN ATLANTA FED. CTR.	NA	L	04	100 ALABAMA ST SW	ATLANTA	GA	30303	33.7531970	-84.3913660	"15,73,503.62"	"85,150.79"	1996	1305	NIKEMA WILLIAMS	Active	BUILDING
GA1009	ANNEX IT	NA	L	04	70 8TH ST NE	ATLANTA	GA	30309	33.7795972	-84.3849694	"51,141.00"	0.00	1997	1305	NIKEMA WILLIAMS	Active	BUILDING
GA1014	1500 CENTRE PARKWAY	NA	L	04	1500 CENTRE PKWY	ATLANTA	GA	30344	33.6522150	-84.5120295	0.00	0.00		1313	DAVID SCOTT	Active	BUILDING
GA1016	"IRS SVC CTR, ATLANTA, GA"	IRS/CHAMBLEE CHILDCA	F	04	4800 BUFORD HWY	ATLANTA	GA	39901	33.8826870	-84.2922765	"3,44,099.59"	"54,216.60"	1962	1306	RICHARD MCCORMICK	Active	BUILDING
GA1017	HOLIDAY NORTH DRIVE	NA	L	04	131 HOLIDAY DR N	MACON	GA	31210	32.8969300	-83.6861610	"4,368.70"	0.00		1308	AUSTIN SCOTT	Active	BUILDING
GA1021	1200 ASHFORD	NA	L	04	1200 ASHWOOD PKWY	ATLANTA	GA	30338	33.9338400	-84.3409910	"11,163.00"	0.00	1985	1306	RICHARD MCCORMICK	Active	BUILDING
GA1023	MEDLOCK PARK	NA	L	04	3100 MEDLOCK BRIDGE RD	NORCROSS	GA	30071	33.9572400	-84.2065810	"7,240.00"	0.00		1307	LUCY MCBATH	Active	BUILDING
